time, state, vote_mechanism, vote_name, short_id
2021-07-23 17:24:47.999, ["0"; "0"; "0"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:50.738, ["0"; "1"; "0"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:52.133, ["0"; "2"; "0"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:54.051, ["0"; "2"; "1"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:54.226, ["0"; "2"; "2"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:54.387, ["0"; "2"; "3"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:54.628, ["0"; "2"; "4"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:54.787, ["0"; "2"; "5"; "1"; "0"], Score Voting, Vote 07, 11172
2021-07-23 17:24:57.790, ["0"; "2"; "5"; "1"; "1"], Score Voting, Vote 07, 11172
2021-07-23 17:24:57.953, ["0"; "2"; "5"; "1"; "2"], Score Voting, Vote 07, 11172
2021-07-23 17:24:58.114, ["0"; "2"; "5"; "1"; "3"], Score Voting, Vote 07, 11172
2021-07-23 17:24:58.465, ["0"; "2"; "5"; "1"; "4"], Score Voting, Vote 07, 11172
2021-07-23 17:25:00.730, ["0"; "2"; "5"; "1"; "3"], Score Voting, Vote 07, 11172
2021-07-23 17:25:01.306, ["1"; "2"; "5"; "1"; "3"], Score Voting, Vote 07, 11172
2021-07-23 17:25:02.341, ["2"; "2"; "5"; "1"; "3"], Score Voting, Vote 07, 11172
2021-07-23 17:25:31.274, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 11172
2021-07-23 17:26:16.319, ["3"], Majority Voting, Vote 09, 11172
2021-07-23 17:26:35.465, ["0"; "1"; "0"; "0"; "0"], Combined Approval, Vote 10, 11172
2021-07-23 17:26:37.555, ["0"; "1"; "1"; "0"; "0"], Combined Approval, Vote 10, 11172
2021-07-23 17:26:39.517, ["0"; "1"; "1"; "1"; "0"], Combined Approval, Vote 10, 11172
2021-07-23 17:27:02.583, ["0"; "0"; "0"; "1"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:02.756, ["0"; "0"; "0"; "2"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:02.901, ["0"; "0"; "0"; "3"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:03.076, ["0"; "0"; "0"; "4"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:03.226, ["0"; "0"; "0"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:04.304, ["1"; "0"; "0"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:08.289, ["0"; "0"; "0"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:12.667, ["0"; "0"; "1"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:12.850, ["0"; "0"; "2"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:13.027, ["0"; "0"; "3"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:13.501, ["0"; "0"; "4"; "5"; "0"], Score Voting, Vote 11, 11172
2021-07-23 17:27:16.685, ["0"; "0"; "4"; "5"; "1"], Score Voting, Vote 11, 11172
2021-07-23 17:27:19.020, ["0"; "1"; "4"; "5"; "1"], Score Voting, Vote 11, 11172
2021-07-23 17:27:19.199, ["0"; "2"; "4"; "5"; "1"], Score Voting, Vote 11, 11172
2021-07-23 17:27:19.347, ["0"; "3"; "4"; "5"; "1"], Score Voting, Vote 11, 11172
2021-07-23 17:27:29.690, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 12, 11172
2021-07-23 17:27:34.388, ["0"; "0"; "1"; "2"; "0"], Modified Borda Count, Vote 12, 11172
2021-07-23 17:27:38.161, ["0"; "1"; "2"; "3"; "0"], Modified Borda Count, Vote 12, 11172
2021-07-23 17:28:40.485, ["3"], Majority Voting, Vote 13, 11172
2021-07-23 17:29:31.780, ["1"; "0"; "0"; "0"; "0"], Combined Approval, Vote 14, 11172
2021-07-23 17:29:35.247, ["1"; "0"; "0"; "1"; "0"], Combined Approval, Vote 14, 11172
2021-07-23 17:29:41.610, ["1"; "0"; "1"; "1"; "0"], Combined Approval, Vote 14, 11172
2021-07-23 17:29:58.628, ["0"; "0"; "0"; "1"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:29:58.803, ["0"; "0"; "0"; "2"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:29:59.006, ["0"; "0"; "0"; "3"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:29:59.139, ["0"; "0"; "0"; "4"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:29:59.324, ["0"; "0"; "0"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:01.011, ["1"; "0"; "0"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:01.183, ["2"; "0"; "0"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:01.429, ["3"; "0"; "0"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:01.829, ["4"; "0"; "0"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:06.475, ["4"; "0"; "1"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:06.633, ["4"; "0"; "2"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:06.783, ["4"; "0"; "3"; "5"; "0"], Score Voting, Vote 15, 11172
2021-07-23 17:30:22.204, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 16, 11172
2021-07-23 17:30:35.180, ["1"; "0"; "0"; "2"; "0"], Modified Borda Count, Vote 16, 11172
2021-07-23 17:30:38.347, ["2"; "0"; "1"; "3"; "0"], Modified Borda Count, Vote 16, 11172
2021-07-21 23:17:26.294, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 15, 12518
2021-07-21 23:17:26.456, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 15, 12518
2021-07-21 23:17:26.642, ["0"; "3"; "0"; "0"; "0"], Score Voting, Vote 15, 12518
2021-07-21 23:17:26.808, ["0"; "4"; "0"; "0"; "0"], Score Voting, Vote 15, 12518
2021-07-21 23:22:55.855, ["0"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 16, 12518
2021-07-21 23:22:56.764, ["1"; "0"; "0"; "0"; "2"], Modified Borda Count, Vote 16, 12518
2021-07-21 23:22:57.657, ["2"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 16, 12518
2021-07-23 17:15:33.441, ["1"], Majority Voting, Vote 01, 16944
2021-07-23 17:15:36.516, ["1"], Majority Voting, Vote 01, 16944
2021-07-23 17:15:49.430, ["0"; "0"; "0"; "1"; "0"], Combined Approval, Vote 02, 16944
2021-07-23 17:15:54.971, ["0"; "0"; "0"; "1"; "-1"], Combined Approval, Vote 02, 16944
2021-07-23 17:16:00.317, ["0"; "1"; "0"; "1"; "-1"], Combined Approval, Vote 02, 16944
2021-07-23 17:16:04.944, ["-1"; "1"; "0"; "1"; "-1"], Combined Approval, Vote 02, 16944
2021-07-23 17:16:13.628, ["-1"; "1"; "-1"; "1"; "-1"], Combined Approval, Vote 02, 16944
2021-07-23 17:16:28.452, ["0"; "0"; "1"; "0"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:28.991, ["0"; "0"; "2"; "0"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:30.289, ["0"; "0"; "3"; "0"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:34.112, ["0"; "0"; "2"; "0"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:34.351, ["0"; "0"; "1"; "0"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:41.066, ["0"; "0"; "1"; "1"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:42.257, ["0"; "0"; "1"; "2"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:45.622, ["0"; "0"; "1"; "3"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:47.051, ["0"; "0"; "1"; "4"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:48.731, ["0"; "1"; "1"; "4"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:48.965, ["0"; "2"; "1"; "4"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:49.168, ["0"; "3"; "1"; "4"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:16:49.353, ["0"; "4"; "1"; "4"; "0"], Score Voting, Vote 03, 16944
2021-07-23 17:17:06.800, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:07.752, ["0"; "2"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:08.263, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:09.447, ["0"; "2"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:10.877, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:11.455, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:17.707, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:20.000, ["0"; "2"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:23.413, ["0"; "3"; "1"; "2"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:23.613, ["0"; "4"; "2"; "3"; "1"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:25.595, ["1"; "5"; "3"; "4"; "2"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:27.749, ["1"; "0"; "3"; "4"; "2"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:31.323, ["2"; "1"; "4"; "5"; "3"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:34.908, ["0"; "1"; "3"; "4"; "2"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:36.148, ["0"; "0"; "2"; "3"; "1"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:36.541, ["0"; "0"; "1"; "2"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:36.909, ["0"; "0"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:37.207, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:39.433, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:41.749, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:43.217, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:47.264, ["0"; "2"; "0"; "1"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:53.666, ["0"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:54.162, ["0"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:56.893, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:17:59.275, ["2"; "0"; "0"; "0"; "1"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:18:07.108, ["3"; "0"; "1"; "0"; "2"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:18:09.383, ["4"; "0"; "2"; "1"; "3"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:18:12.037, ["5"; "1"; "3"; "2"; "4"], Modified Borda Count, Vote 04, 16944
2021-07-23 17:18:22.351, ["3"], Majority Voting, Vote 05, 16944
2021-07-23 17:18:38.020, ["0"; "0"; "-1"; "0"; "0"], Combined Approval, Vote 06, 16944
2021-07-23 17:18:42.523, ["-1"; "0"; "-1"; "0"; "0"], Combined Approval, Vote 06, 16944
2021-07-23 17:18:43.462, ["-1"; "0"; "-1"; "0"; "1"], Combined Approval, Vote 06, 16944
2021-07-23 17:18:43.956, ["-1"; "0"; "-1"; "1"; "1"], Combined Approval, Vote 06, 16944
2021-07-23 17:18:44.875, ["-1"; "-1"; "-1"; "1"; "1"], Combined Approval, Vote 06, 16944
2021-07-23 17:18:55.584, ["0"; "0"; "0"; "0"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:56.019, ["0"; "0"; "0"; "1"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:56.199, ["0"; "0"; "0"; "2"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:56.377, ["0"; "0"; "0"; "3"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:56.558, ["0"; "0"; "0"; "4"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:56.741, ["0"; "0"; "0"; "5"; "1"], Score Voting, Vote 07, 16944
2021-07-23 17:18:57.721, ["0"; "0"; "0"; "5"; "2"], Score Voting, Vote 07, 16944
2021-07-23 17:18:57.920, ["0"; "0"; "0"; "5"; "3"], Score Voting, Vote 07, 16944
2021-07-23 17:18:58.108, ["0"; "0"; "0"; "5"; "4"], Score Voting, Vote 07, 16944
2021-07-23 17:18:58.275, ["0"; "0"; "0"; "5"; "5"], Score Voting, Vote 07, 16944
2021-07-23 17:18:58.922, ["0"; "0"; "0"; "5"; "4"], Score Voting, Vote 07, 16944
2021-07-23 17:19:15.929, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:17.682, ["2"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:18.793, ["3"; "2"; "1"; "0"; "0"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:19.803, ["4"; "3"; "2"; "1"; "0"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:20.233, ["5"; "4"; "3"; "2"; "1"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:21.995, ["4"; "3"; "2"; "0"; "1"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:23.448, ["5"; "4"; "3"; "1"; "2"], Modified Borda Count, Vote 08, 16944
2021-07-23 17:19:45.184, ["3"], Majority Voting, Vote 09, 16944
2021-07-23 17:19:54.703, ["0"; "1"; "0"; "0"; "0"], Combined Approval, Vote 10, 16944
2021-07-23 17:19:54.957, ["0"; "1"; "0"; "1"; "0"], Combined Approval, Vote 10, 16944
2021-07-23 17:19:55.333, ["0"; "1"; "0"; "1"; "1"], Combined Approval, Vote 10, 16944
2021-07-23 17:19:57.272, ["0"; "1"; "1"; "1"; "1"], Combined Approval, Vote 10, 16944
2021-07-23 17:19:58.743, ["-1"; "1"; "1"; "1"; "1"], Combined Approval, Vote 10, 16944
2021-07-23 17:19:59.238, ["-1"; "1"; "-1"; "1"; "1"], Combined Approval, Vote 10, 16944
2021-07-23 17:20:00.965, ["-1"; "1"; "-1"; "1"; "-1"], Combined Approval, Vote 10, 16944
2021-07-23 17:20:02.551, ["-1"; "-1"; "-1"; "1"; "-1"], Combined Approval, Vote 10, 16944
2021-07-23 17:20:12.401, ["0"; "0"; "0"; "1"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:12.578, ["0"; "0"; "0"; "2"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:12.780, ["0"; "0"; "0"; "3"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:13.281, ["0"; "0"; "0"; "4"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:13.530, ["0"; "0"; "0"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:19.281, ["0"; "0"; "1"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:20.221, ["0"; "0"; "2"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:20.422, ["0"; "0"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:21.085, ["0"; "1"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:21.328, ["0"; "2"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:21.852, ["0"; "3"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:24.827, ["0"; "2"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:25.532, ["0"; "3"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:25.921, ["0"; "4"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:28.388, ["1"; "4"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:28.855, ["2"; "4"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:29.075, ["3"; "4"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:29.940, ["4"; "4"; "3"; "5"; "0"], Score Voting, Vote 11, 16944
2021-07-23 17:20:32.153, ["4"; "4"; "3"; "5"; "1"], Score Voting, Vote 11, 16944
2021-07-23 17:20:32.408, ["4"; "4"; "3"; "5"; "2"], Score Voting, Vote 11, 16944
2021-07-23 17:20:32.857, ["4"; "4"; "3"; "5"; "3"], Score Voting, Vote 11, 16944
2021-07-23 17:20:33.560, ["4"; "4"; "3"; "5"; "4"], Score Voting, Vote 11, 16944
2021-07-23 17:20:35.318, ["4"; "4"; "4"; "5"; "4"], Score Voting, Vote 11, 16944
2021-07-23 17:20:36.199, ["4"; "4"; "3"; "5"; "4"], Score Voting, Vote 11, 16944
2021-07-23 17:20:36.742, ["4"; "4"; "3"; "5"; "3"], Score Voting, Vote 11, 16944
2021-07-23 17:20:39.494, ["4"; "4"; "3"; "5"; "4"], Score Voting, Vote 11, 16944
2021-07-23 17:20:41.012, ["4"; "4"; "3"; "5"; "3"], Score Voting, Vote 11, 16944
2021-07-23 17:21:00.320, ["0"; "0"; "1"; "0"; "0"], Modified Borda Count, Vote 12, 16944
2021-07-23 17:21:01.691, ["0"; "0"; "2"; "0"; "1"], Modified Borda Count, Vote 12, 16944
2021-07-23 17:21:06.826, ["1"; "0"; "3"; "0"; "2"], Modified Borda Count, Vote 12, 16944
2021-07-23 17:21:07.484, ["2"; "1"; "4"; "0"; "3"], Modified Borda Count, Vote 12, 16944
2021-07-23 17:21:09.125, ["3"; "2"; "5"; "1"; "4"], Modified Borda Count, Vote 12, 16944
2021-07-23 17:21:33.886, ["2"], Majority Voting, Vote 13, 16944
2021-07-23 17:21:48.329, ["1"; "0"; "0"; "0"; "0"], Combined Approval, Vote 14, 16944
2021-07-23 17:21:49.349, ["1"; "0"; "0"; "1"; "0"], Combined Approval, Vote 14, 16944
2021-07-23 17:21:50.076, ["1"; "1"; "0"; "1"; "0"], Combined Approval, Vote 14, 16944
2021-07-23 17:21:51.364, ["1"; "1"; "0"; "1"; "1"], Combined Approval, Vote 14, 16944
2021-07-23 17:21:51.961, ["1"; "1"; "1"; "1"; "1"], Combined Approval, Vote 14, 16944
2021-07-23 17:22:04.989, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:05.950, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:11.171, ["0"; "2"; "1"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:11.379, ["0"; "2"; "2"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:11.568, ["0"; "2"; "3"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:11.780, ["0"; "2"; "4"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:11.971, ["0"; "2"; "5"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:12.966, ["0"; "2"; "4"; "0"; "0"], Score Voting, Vote 15, 16944
2021-07-23 17:22:14.932, ["0"; "2"; "4"; "0"; "1"], Score Voting, Vote 15, 16944
2021-07-23 17:22:15.922, ["0"; "2"; "4"; "0"; "2"], Score Voting, Vote 15, 16944
2021-07-23 17:22:17.889, ["0"; "2"; "4"; "0"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:19.367, ["1"; "2"; "4"; "0"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:19.671, ["2"; "2"; "4"; "0"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:21.820, ["3"; "2"; "4"; "0"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:26.728, ["3"; "2"; "4"; "1"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:28.394, ["3"; "2"; "4"; "2"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:29.129, ["3"; "2"; "4"; "3"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:30.963, ["3"; "2"; "4"; "4"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:34.501, ["3"; "3"; "4"; "4"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:38.895, ["3"; "4"; "4"; "4"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:42.131, ["3"; "3"; "4"; "4"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:42.564, ["3"; "3"; "4"; "3"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:22:48.388, ["2"; "3"; "4"; "3"; "3"], Score Voting, Vote 15, 16944
2021-07-23 17:23:03.624, ["1"; "0"; "0"; "0"; "0"], Modified Borda Count, Vote 16, 16944
2021-07-23 17:23:10.672, ["2"; "1"; "0"; "0"; "0"], Modified Borda Count, Vote 16, 16944
2021-07-23 17:23:28.405, ["3"; "2"; "0"; "1"; "0"], Modified Borda Count, Vote 16, 16944
2021-07-23 17:23:28.835, ["4"; "3"; "0"; "2"; "1"], Modified Borda Count, Vote 16, 16944
2021-07-23 17:23:29.682, ["5"; "4"; "1"; "3"; "2"], Modified Borda Count, Vote 16, 16944
2021-07-23 17:09:53.204, ["1"], Majority Voting, Vote 01, 23757
2021-07-23 17:10:10.749, ["0"; "0"; "0"; "1"; "0"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:12.442, ["0"; "0"; "0"; "-1"; "0"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:13.561, ["0"; "0"; "0"; "1"; "0"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:18.384, ["0"; "0"; "0"; "1"; "-1"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:20.596, ["1"; "0"; "0"; "1"; "-1"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:23.214, ["1"; "1"; "0"; "1"; "-1"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:26.004, ["1"; "1"; "1"; "1"; "-1"], Combined Approval, Vote 02, 23757
2021-07-23 17:10:48.558, ["0"; "1"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:48.810, ["0"; "2"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:48.992, ["0"; "3"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:49.207, ["0"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:49.358, ["0"; "5"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:51.207, ["0"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:52.278, ["1"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:52.472, ["2"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:52.640, ["3"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:52.807, ["4"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:53.360, ["5"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:54.340, ["4"; "4"; "0"; "0"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:55.114, ["4"; "4"; "0"; "1"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:55.294, ["4"; "4"; "0"; "2"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:55.673, ["4"; "4"; "0"; "3"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:57.760, ["4"; "4"; "0"; "3"; "1"], Score Voting, Vote 03, 23757
2021-07-23 17:10:58.225, ["4"; "4"; "0"; "3"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:59.330, ["4"; "4"; "1"; "3"; "0"], Score Voting, Vote 03, 23757
2021-07-23 17:10:59.758, ["4"; "4"; "2"; "3"; "0"], Score Voting, Vote 03, 23757
